Duration,ICPErrorClosestFacetAll,ResidualError,RobustMeanDist,NbPointsRobMeanDist,HaussdorffDist,HaussdorffQuantileDist,ICPErrorClosestFacetRef,selectiveICPOverlap,normalICPOverlap,sizeOfMap
1568115245.574167000,,,,,,,,0.698864,,
1568115245.574167000,,,,,,,,,,551421
1568115245.774637000,,,,,,,,0.698664,,
1568115245.774637000,,,,,,,,,,553078
1568115246.175430000,,,,,,,,0.699585,,
1568115246.175430000,,,,,,,,,,554947
1568115246.576183000,,,,,,,,0.699286,,
1568115246.576183000,,,,,,,,,,557044
1568115246.977053000,,,,,,,,0.698244,,
1568115246.977053000,,,,,,,,,,558846
1568115247.177389000,,,,,,,,0.697408,,
1568115247.177389000,,,,,,,,,,560711
1568115247.377931000,,,,,,,,0.699171,,
1568115247.377931000,,,,,,,,,,562320
1568115247.778565000,,,,,,,,0.699586,,
1568115247.778565000,,,,,,,,,,564014
1568115247.978955000,,,,,,,,0.698897,,
1568115247.978955000,,,,,,,,,,565826
1568115248.179379000,,,,,,,,0.699924,,
1568115248.179379000,,,,,,,,,,567512
1568115248.379727000,,,,,,,,0.699622,,
1568115248.379727000,,,,,,,,,,569414
1568115248.580283000,,,,,,,,0.699724,,
1568115248.580283000,,,,,,,,,,571204
1568115248.780625000,,,,,,,,0.699915,,
1568115248.780625000,,,,,,,,,,572899
1568115248.980976000,,,,,,,,0.69982,,
1568115248.980976000,,,,,,,,,,574794
1568115249.181308000,,,,,,,,0.699724,,
1568115249.181308000,,,,,,,,,,576752
1568115249.381729000,,,,,,,,0.699311,,
1568115249.381729000,,,,,,,,,,578498
1568115249.582190000,,,,,,,,0.699612,,
1568115249.582190000,,,,,,,,,,580447
1568115249.982986000,,,,,,,,0.699675,,
1568115249.982986000,,,,,,,,,,582243
1568115250.183337000,,,,,,,,0.699582,,
1568115250.183337000,,,,,,,,,,584198
1568115250.383752000,,,,,,,,0.699468,,
1568115250.383752000,,,,,,,,,,586033
1568115250.784552000,,,,,,,,0.69962,,
1568115250.784552000,,,,,,,,,,588086
1568115251.185372000,,,,,,,,0.699287,,
1568115251.185372000,,,,,,,,,,589872
1568115251.586157000,,,,,,,,0.698141,,
1568115251.586157000,,,,,,,,,,591702
1568115251.986955000,,,,,,,,0.699262,,
1568115251.986955000,,,,,,,,,,593486
1568115252.387599000,,,,,,,,0.698515,,
1568115252.387599000,,,,,,,,,,595598
1568115252.588077000,,,,,,,,0.699517,,
1568115252.588077000,,,,,,,,,,597656
1568115252.988913000,,,,,,,,0.698613,,
1568115252.988913000,,,,,,,,,,599662
1568115253.189290000,,,,,,,,0.69779,,
1568115253.189290000,,,,,,,,,,601798
1568115253.389575000,,,,,,,,0.698343,,
1568115253.389575000,,,,,,,,,,603861
1568115253.790452000,,,,,,,,0.698411,,
1568115253.790452000,,,,,,,,,,606127
1568115253.990796000,,,,,,,,0.698852,,
1568115253.990796000,,,,,,,,,,608283
1568115254.191256000,,,,,,,,0.698789,,
1568115254.191256000,,,,,,,,,,610640
1568115254.391619000,,,,,,,,0.698376,,
1568115254.391619000,,,,,,,,,,612813
1568115254.592061000,,,,,,,,0.698789,,
1568115254.592061000,,,,,,,,,,614996
1568115254.792405000,,,,,,,,0.697662,,
1568115254.792405000,,,,,,,,,,617299
1568115254.992845000,,,,,,,,0.698156,,
1568115254.992845000,,,,,,,,,,619700
1568115255.193207000,,,,,,,,0.699415,,
1568115255.193207000,,,,,,,,,,622127
1568115255.593993000,,,,,,,,0.69772,,
1568115255.593993000,,,,,,,,,,624367
1568115255.794347000,,,,,,,,0.698453,,
1568115255.794347000,,,,,,,,,,626677
1568115256.195224000,,,,,,,,0.697335,,
1568115256.195224000,,,,,,,,,,628961
1568115256.395638000,,,,,,,,0.69851,,
1568115256.395638000,,,,,,,,,,631292
1568115256.595980000,,,,,,,,0.696047,,
1568115256.595980000,,,,,,,,,,633662
1568115256.796473000,,,,,,,,0.698638,,
1568115256.796473000,,,,,,,,,,635757
1568115256.996819000,,,,,,,,0.698573,,
1568115256.996819000,,,,,,,,,,638105
1568115257.197138000,,,,,,,,0.698243,,
1568115257.197138000,,,,,,,,,,640369
1568115257.397546000,,,,,,,,0.699609,,
1568115257.397546000,,,,,,,,,,642664
1568115257.798339000,,,,,,,,0.699162,,
1568115257.798339000,,,,,,,,,,644822
1568115257.998762000,,,,,,,,0.696063,,
1568115257.998762000,,,,,,,,,,646930
1568115258.199185000,,,,,,,,0.697746,,
1568115258.199185000,,,,,,,,,,649007
1568115258.399508000,,,,,,,,0.696405,,
1568115258.399508000,,,,,,,,,,651047
1568115258.800359000,,,,,,,,0.699142,,
1568115258.800359000,,,,,,,,,,653135
1568115259.000712000,,,,,,,,0.698904,,
1568115259.000712000,,,,,,,,,,655211
1568115259.201107000,,,,,,,,0.699458,,
1568115259.201107000,,,,,,,,,,657314
1568115259.401514000,,,,,,,,0.698173,,
1568115259.401514000,,,,,,,,,,659401
1568115259.601922000,,,,,,,,0.699208,,
1568115259.601922000,,,,,,,,,,661544
1568115259.802319000,,,,,,,,0.698923,,
1568115259.802319000,,,,,,,,,,663615
1568115260.002690000,,,,,,,,0.698335,,
1568115260.002690000,,,,,,,,,,665623
1568115260.203104000,,,,,,,,0.698781,,
1568115260.203104000,,,,,,,,,,667547
1568115260.603911000,,,,,,,,0.699204,,
1568115260.603911000,,,,,,,,,,669489
1568115260.804308000,,,,,,,,0.699443,,
1568115260.804308000,,,,,,,,,,671475
1568115261.004703000,,,,,,,,0.699296,,
1568115261.004703000,,,,,,,,,,673488
1568115261.205183000,,,,,,,,0.697238,,
1568115261.205183000,,,,,,,,,,675361
1568115261.405601000,,,,,,,,0.696643,,
1568115261.405601000,,,,,,,,,,677299
1568115261.806325000,,,,,,,,0.697959,,
1568115261.806325000,,,,,,,,,,679234
1568115262.006778000,,,,,,,,0.698436,,
1568115262.006778000,,,,,,,,,,681064
1568115262.207116000,,,,,,,,0.697116,,
1568115262.207116000,,,,,,,,,,682949
1568115262.407549000,,,,,,,,0.697778,,
1568115262.407549000,,,,,,,,,,684793
1568115262.808351000,,,,,,,,0.697954,,
1568115262.808351000,,,,,,,,,,686571
1568115263.008672000,,,,,,,,0.697169,,
1568115263.008672000,,,,,,,,,,688233
1568115263.209133000,,,,,,,,0.696872,,
1568115263.209133000,,,,,,,,,,690105
1568115263.609860000,,,,,,,,0.696703,,
1568115263.609860000,,,,,,,,,,691818
1568115264.010722000,,,,,,,,0.697539,,
1568115264.010722000,,,,,,,,,,693757
1568115264.411555000,,,,,,,,0.697501,,
1568115264.411555000,,,,,,,,,,695680
1568115264.812309000,,,,,,,,0.698909,,
1568115264.812309000,,,,,,,,,,697709
1568115265.213107000,,,,,,,,0.697597,,
1568115265.213107000,,,,,,,,,,699897
1568115265.613934000,,,,,,,,0.698098,,
1568115265.613934000,,,,,,,,,,702010
1568115266.014732000,,,,,,,,0.698039,,
1568115266.014732000,,,,,,,,,,704067
1568115266.215207000,,,,,,,,0.698868,,
1568115266.215207000,,,,,,,,,,706008
1568115266.615917000,,,,,,,,0.69831,,
1568115266.615917000,,,,,,,,,,708086
1568115266.816258000,,,,,,,,0.698584,,
1568115266.816258000,,,,,,,,,,710210
1568115267.016673000,,,,,,,,0.699727,,
1568115267.016673000,,,,,,,,,,712382
1568115267.217119000,,,,,,,,0.698872,,
1568115267.217119000,,,,,,,,,,714560
1568115267.417610000,,,,,,,,0.698795,,
1568115267.417610000,,,,,,,,,,716487
1568115267.617894000,,,,,,,,0.698116,,
1568115267.617894000,,,,,,,,,,718582
1568115267.818243000,,,,,,,,0.698982,,
1568115267.818243000,,,,,,,,,,720526
1568115268.018695000,,,,,,,,0.697905,,
1568115268.018695000,,,,,,,,,,722489
1568115268.419402000,,,,,,,,0.698761,,
1568115268.419402000,,,,,,,,,,724514
1568115268.619840000,,,,,,,,0.699457,,
1568115268.619840000,,,,,,,,,,726315
1568115269.020610000,,,,,,,,0.698863,,
1568115269.020610000,,,,,,,,,,728014
1568115269.221085000,,,,,,,,0.699394,,
1568115269.221085000,,,,,,,,,,729573
1568115269.621887000,,,,,,,,0.6991,,
1568115269.621887000,,,,,,,,,,731010
1568115270.022583000,,,,,,,,0.696197,,
1568115270.022583000,,,,,,,,,,732491
1568115270.423358000,,,,,,,,0.696414,,
1568115270.423358000,,,,,,,,,,733848
1568115270.824244000,,,,,,,,0.697022,,
1568115270.824244000,,,,,,,,,,734840
1568115271.225043000,,,,,,,,0.696319,,
1568115271.225043000,,,,,,,,,,735848
1568115271.625822000,,,,,,,,0.698253,,
1568115271.625822000,,,,,,,,,,736827
1568115272.026621000,,,,,,,,0.697757,,
1568115272.026621000,,,,,,,,,,737751
1568115272.226998000,,,,,,,,0.696961,,
1568115272.226998000,,,,,,,,,,738905
1568115272.627663000,,,,,,,,0.695578,,
1568115272.627663000,,,,,,,,,,740096
1568115272.828015000,,,,,,,,0.696211,,
1568115272.828015000,,,,,,,,,,741219
1568115273.028641000,,,,,,,,0.698769,,
1568115273.028641000,,,,,,,,,,742383
1568115273.429399000,,,,,,,,0.695661,,
1568115273.429399000,,,,,,,,,,743671
1568115274.030548000,,,,,,,,0.697876,,
1568115274.030548000,,,,,,,,,,744897
1568115274.230982000,,,,,,,,0.696701,,
1568115274.230982000,,,,,,,,,,746264
1568115274.631751000,,,,,,,,0.696557,,
1568115274.631751000,,,,,,,,,,747491
1568115275.032571000,,,,,,,,0.6983,,
1568115275.032571000,,,,,,,,,,748800
1568115275.232961000,,,,,,,,0.697396,,
1568115275.232961000,,,,,,,,,,750201
1568115275.633788000,,,,,,,,0.698572,,
1568115275.633788000,,,,,,,,,,751520
1568115275.834125000,,,,,,,,0.698374,,
1568115275.834125000,,,,,,,,,,752849
1568115276.034509000,,,,,,,,0.69945,,
1568115276.034509000,,,,,,,,,,754390
1568115276.234881000,,,,,,,,0.698797,,
1568115276.234881000,,,,,,,,,,755908
1568115276.435328000,,,,,,,,0.697029,,
1568115276.435328000,,,,,,,,,,757293
1568115276.635724000,,,,,,,,0.696574,,
1568115276.635724000,,,,,,,,,,758665
1568115276.836130000,,,,,,,,0.697521,,
1568115276.836130000,,,,,,,,,,760000
1568115277.236902000,,,,,,,,0.696827,,
1568115277.236902000,,,,,,,,,,761458
1568115277.437269000,,,,,,,,0.699379,,
1568115277.437269000,,,,,,,,,,762876
1568115277.637701000,,,,,,,,0.695387,,
1568115277.637701000,,,,,,,,,,764185
1568115278.038468000,,,,,,,,0.698132,,
1568115278.038468000,,,,,,,,,,765438
1568115278.238867000,,,,,,,,0.69808,,
1568115278.238867000,,,,,,,,,,766788
1568115278.439234000,,,,,,,,0.698922,,
1568115278.439234000,,,,,,,,,,768030
1568115278.639644000,,,,,,,,0.696318,,
1568115278.639644000,,,,,,,,,,769231
1568115278.840079000,,,,,,,,0.695868,,
1568115278.840079000,,,,,,,,,,770337
1568115279.240829000,,,,,,,,0.693921,,
1568115279.240829000,,,,,,,,,,771505
1568115279.441231000,,,,,,,,0.692932,,
1568115279.441231000,,,,,,,,,,772552
1568115279.641584000,,,,,,,,0.697108,,
1568115279.641584000,,,,,,,,,,773536
1568115280.042393000,,,,,,,,0.699478,,
1568115280.042393000,,,,,,,,,,774593
1568115280.443199000,,,,,,,,0.69843,,
1568115280.443199000,,,,,,,,,,775723
1568115280.643605000,,,,,,,,0.697596,,
1568115280.643605000,,,,,,,,,,776834
1568115280.843979000,,,,,,,,0.698422,,
1568115280.843979000,,,,,,,,,,777720
1568115281.044418000,,,,,,,,0.699242,,
1568115281.044418000,,,,,,,,,,778651
1568115281.244795000,,,,,,,,0.699209,,
1568115281.244795000,,,,,,,,,,779468
1568115281.445212000,,,,,,,,0.697994,,
1568115281.445212000,,,,,,,,,,780334
1568115281.645563000,,,,,,,,0.698418,,
1568115281.645563000,,,,,,,,,,781227
1568115282.046351000,,,,,,,,0.698012,,
1568115282.046351000,,,,,,,,,,782545
1568115282.247397000,,,,,,,,0.697129,,
1568115282.247397000,,,,,,,,,,783883
1568115282.447137000,,,,,,,,0.696337,,
1568115282.447137000,,,,,,,,,,785143
1568115282.847935000,,,,,,,,0.693295,,
1568115282.847935000,,,,,,,,,,786408
1568115283.048305000,,,,,,,,0.694253,,
1568115283.048305000,,,,,,,,,,787747
1568115283.248703000,,,,,,,,0.696943,,
1568115283.248703000,,,,,,,,,,788978
1568115283.449105000,,,,,,,,0.698252,,
1568115283.449105000,,,,,,,,,,790165
1568115283.849909000,,,,,,,,0.699119,,
1568115283.849909000,,,,,,,,,,791412
1568115284.250711000,,,,,,,,0.699113,,
1568115284.250711000,,,,,,,,,,792838
1568115284.851894000,,,,,,,,0.695663,,
1568115284.851894000,,,,,,,,,,794011
1568115285.252696000,,,,,,,,0.698555,,
1568115285.252696000,,,,,,,,,,795165
1568115285.653572000,,,,,,,,0.69939,,
1568115285.653572000,,,,,,,,,,796619
1568115286.054370000,,,,,,,,0.69986,,
1568115286.054370000,,,,,,,,,,798194
1568115286.455110000,,,,,,,,0.699696,,
1568115286.455110000,,,,,,,,,,799682
1568115286.655543000,,,,,,,,0.699266,,
1568115286.655543000,,,,,,,,,,800977
1568115286.855942000,,,,,,,,0.696449,,
1568115286.855942000,,,,,,,,,,802344
1568115287.056385000,,,,,,,,0.699181,,
1568115287.056385000,,,,,,,,,,803687
1568115287.457168000,,,,,,,,0.698598,,
1568115287.457168000,,,,,,,,,,805054
1568115287.657538000,,,,,,,,0.697714,,
1568115287.657538000,,,,,,,,,,806429
1568115288.058273000,,,,,,,,0.699741,,
1568115288.058273000,,,,,,,,,,807987
1568115288.459111000,,,,,,,,0.698608,,
1568115288.459111000,,,,,,,,,,809409
1568115288.859908000,,,,,,,,0.699022,,
1568115288.859908000,,,,,,,,,,810933
1568115289.260663000,,,,,,,,0.697491,,
1568115289.260663000,,,,,,,,,,812351
1568115289.861931000,,,,,,,,0.69759,,
1568115289.861931000,,,,,,,,,,813672
1568115290.262681000,,,,,,,,0.696195,,
1568115290.262681000,,,,,,,,,,815092
1568115290.863905000,,,,,,,,0.695006,,
1568115290.863905000,,,,,,,,,,816618
1568115291.264682000,,,,,,,,0.694925,,
1568115291.264682000,,,,,,,,,,818087
1568115291.665452000,,,,,,,,0.697632,,
1568115291.665452000,,,,,,,,,,819448
1568115291.865902000,,,,,,,,0.696756,,
1568115291.865902000,,,,,,,,,,820869
1568115292.266610000,,,,,,,,0.69724,,
1568115292.266610000,,,,,,,,,,822173
1568115292.467057000,,,,,,,,0.697364,,
1568115292.467057000,,,,,,,,,,823542
1568115292.667467000,,,,,,,,0.698753,,
1568115292.667467000,,,,,,,,,,825012
1568115292.867945000,,,,,,,,0.697527,,
1568115292.867945000,,,,,,,,,,826355
1568115293.068141000,,,,,,,,0.698692,,
1568115293.068141000,,,,,,,,,,827779
1568115293.469040000,,,,,,,,0.697293,,
1568115293.469040000,,,,,,,,,,829235
1568115293.669475000,,,,,,,,0.69701,,
1568115293.669475000,,,,,,,,,,830714
1568115294.070216000,,,,,,,,0.696656,,
1568115294.070216000,,,,,,,,,,832157
1568115294.270590000,,,,,,,,0.697862,,
1568115294.270590000,,,,,,,,,,833620
1568115294.671403000,,,,,,,,0.698643,,
1568115294.671403000,,,,,,,,,,835407
1568115295.072181000,,,,,,,,0.695999,,
1568115295.072181000,,,,,,,,,,837167
1568115295.673339000,,,,,,,,0.699562,,
1568115295.673339000,,,,,,,,,,838994
1568115296.074134000,,,,,,,,0.695879,,
1568115296.074134000,,,,,,,,,,840913
1568115296.474976000,,,,,,,,0.699032,,
1568115296.474976000,,,,,,,,,,842808
1568115297.076210000,,,,,,,,0.698881,,
1568115297.076210000,,,,,,,,,,844825
1568115297.276644000,,,,,,,,0.698945,,
1568115297.276644000,,,,,,,,,,847015
1568115297.677497000,,,,,,,,0.698661,,
1568115297.677497000,,,,,,,,,,849244
1568115298.078165000,,,,,,,,0.697747,,
1568115298.078165000,,,,,,,,,,851520
1568115298.478973000,,,,,,,,0.696402,,
1568115298.478973000,,,,,,,,,,853782
1568115298.879690000,,,,,,,,0.699154,,
1568115298.879690000,,,,,,,,,,856073
1568115299.480926000,,,,,,,,0.699136,,
1568115299.480926000,,,,,,,,,,858153
1568115299.881769000,,,,,,,,0.696905,,
1568115299.881769000,,,,,,,,,,860343
1568115300.282538000,,,,,,,,0.698108,,
1568115300.282538000,,,,,,,,,,862347
1568115300.883676000,,,,,,,,0.699106,,
1568115300.883676000,,,,,,,,,,864236
1568115301.284470000,,,,,,,,0.699202,,
1568115301.284470000,,,,,,,,,,866111
1568115301.685267000,,,,,,,,0.698431,,
1568115301.685267000,,,,,,,,,,868099
1568115302.086090000,,,,,,,,0.698874,,
1568115302.086090000,,,,,,,,,,870148
1568115302.486871000,,,,,,,,0.696803,,
1568115302.486871000,,,,,,,,,,872001
1568115302.887609000,,,,,,,,0.697082,,
1568115302.887609000,,,,,,,,,,874149
1568115303.288430000,,,,,,,,0.697365,,
1568115303.288430000,,,,,,,,,,876469
1568115303.488840000,,,,,,,,0.697725,,
1568115303.488840000,,,,,,,,,,878588
1568115303.689201000,,,,,,,,0.698923,,
1568115303.689201000,,,,,,,,,,880794
1568115304.090015000,,,,,,,,0.698133,,
1568115304.090015000,,,,,,,,,,882924
1568115304.290388000,,,,,,,,0.699353,,
1568115304.290388000,,,,,,,,,,885112
1568115304.490791000,,,,,,,,0.697598,,
1568115304.490791000,,,,,,,,,,887256
1568115304.691195000,,,,,,,,0.696919,,
1568115304.691195000,,,,,,,,,,889421
1568115304.891598000,,,,,,,,0.69942,,
1568115304.891598000,,,,,,,,,,891937
1568115305.091990000,,,,,,,,0.698973,,
1568115305.091990000,,,,,,,,,,894277
1568115305.292412000,,,,,,,,0.698108,,
1568115305.292412000,,,,,,,,,,896586
1568115305.492784000,,,,,,,,0.69655,,
1568115305.492784000,,,,,,,,,,898926
1568115305.693167000,,,,,,,,0.698874,,
1568115305.693167000,,,,,,,,,,901234
1568115305.893556000,,,,,,,,0.697459,,
1568115305.893556000,,,,,,,,,,903594
1568115306.093993000,,,,,,,,0.69899,,
1568115306.093993000,,,,,,,,,,906097
1568115306.294417000,,,,,,,,0.698604,,
1568115306.294417000,,,,,,,,,,908362
1568115306.494813000,,,,,,,,0.697773,,
1568115306.494813000,,,,,,,,,,910648
1568115306.695109000,,,,,,,,0.698803,,
1568115306.695109000,,,,,,,,,,912924
1568115306.895520000,,,,,,,,0.698225,,
1568115306.895520000,,,,,,,,,,915355
1568115307.096837000,,,,,,,,0.699304,,
1568115307.096837000,,,,,,,,,,917807
1568115307.296322000,,,,,,,,0.698946,,
1568115307.296322000,,,,,,,,,,920123
1568115307.496742000,,,,,,,,0.698045,,
1568115307.496742000,,,,,,,,,,922169
1568115307.697124000,,,,,,,,0.698133,,
1568115307.697124000,,,,,,,,,,924234
1568115307.897514000,,,,,,,,0.699249,,
1568115307.897514000,,,,,,,,,,926396
1568115308.097893000,,,,,,,,0.699191,,
1568115308.097893000,,,,,,,,,,928547
1568115308.498672000,,,,,,,,0.699381,,
1568115308.498672000,,,,,,,,,,930688
1568115308.899503000,,,,,,,,0.699666,,
1568115308.899503000,,,,,,,,,,932906
1568115309.300298000,,,,,,,,0.69915,,
1568115309.300298000,,,,,,,,,,934979
1568115309.500759000,,,,,,,,0.699084,,
1568115309.500759000,,,,,,,,,,937231
1568115309.901481000,,,,,,,,0.699469,,
1568115309.901481000,,,,,,,,,,939367
1568115310.101903000,,,,,,,,0.699559,,
1568115310.101903000,,,,,,,,,,941317
1568115310.302366000,,,,,,,,0.698516,,
1568115310.302366000,,,,,,,,,,943357
1568115310.502674000,,,,,,,,0.69844,,
1568115310.502674000,,,,,,,,,,945568
1568115310.703114000,,,,,,,,0.699332,,
1568115310.703114000,,,,,,,,,,947663
1568115310.903465000,,,,,,,,0.699648,,
1568115310.903465000,,,,,,,,,,949741
1568115311.103849000,,,,,,,,0.699323,,
1568115311.103849000,,,,,,,,,,951868
1568115311.304262000,,,,,,,,0.698642,,
1568115311.304262000,,,,,,,,,,953924
1568115311.504623000,,,,,,,,0.698967,,
1568115311.504623000,,,,,,,,,,955947
1568115311.705087000,,,,,,,,0.697639,,
1568115311.705087000,,,,,,,,,,957865
1568115311.905484000,,,,,,,,0.699271,,
1568115311.905484000,,,,,,,,,,959862
1568115312.105865000,,,,,,,,0.699244,,
1568115312.105865000,,,,,,,,,,961898
1568115312.306332000,,,,,,,,0.699072,,
1568115312.306332000,,,,,,,,,,963807
1568115312.506673000,,,,,,,,0.699365,,
1568115312.506673000,,,,,,,,,,965525
1568115312.707092000,,,,,,,,0.697993,,
1568115312.707092000,,,,,,,,,,967668
1568115312.907466000,,,,,,,,0.697771,,
1568115312.907466000,,,,,,,,,,969503
1568115313.107914000,,,,,,,,0.698433,,
1568115313.107914000,,,,,,,,,,971521
1568115313.308291000,,,,,,,,0.698996,,
1568115313.308291000,,,,,,,,,,973446
1568115313.508713000,,,,,,,,0.699498,,
1568115313.508713000,,,,,,,,,,975297
1568115313.709102000,,,,,,,,0.699569,,
1568115313.709102000,,,,,,,,,,977062
1568115313.909544000,,,,,,,,0.699115,,
1568115313.909544000,,,,,,,,,,978795
1568115314.109897000,,,,,,,,0.698666,,
1568115314.109897000,,,,,,,,,,980527
1568115314.510691000,,,,,,,,0.699713,,
1568115314.510691000,,,,,,,,,,982271
1568115314.911446000,,,,,,,,0.697598,,
1568115314.911446000,,,,,,,,,,983954
1568115315.312304000,,,,,,,,0.697426,,
1568115315.312304000,,,,,,,,,,985593
1568115315.512663000,,,,,,,,0.699227,,
1568115315.512663000,,,,,,,,,,987210
1568115315.713081000,,,,,,,,0.699371,,
1568115315.713081000,,,,,,,,,,989024
1568115315.913522000,,,,,,,,0.698726,,
1568115315.913522000,,,,,,,,,,990599
1568115316.314278000,,,,,,,,0.699009,,
1568115316.314278000,,,,,,,,,,992061
1568115316.514633000,,,,,,,,0.698898,,
1568115316.514633000,,,,,,,,,,993697
1568115316.715075000,,,,,,,,0.699087,,
1568115316.715075000,,,,,,,,,,995359
1568115316.915421000,,,,,,,,0.699856,,
1568115316.915421000,,,,,,,,,,996785
1568115317.115839000,,,,,,,,0.699336,,
1568115317.115839000,,,,,,,,,,998216
1568115317.316293000,,,,,,,,0.699222,,
1568115317.316293000,,,,,,,,,,999724
1568115317.516631000,,,,,,,,0.699255,,
1568115317.516631000,,,,,,,,,,1001359
1568115317.717107000,,,,,,,,0.699675,,
1568115317.717107000,,,,,,,,,,1002984
1568115317.917478000,,,,,,,,0.699063,,
1568115317.917478000,,,,,,,,,,1004448
1568115318.117870000,,,,,,,,0.69893,,
1568115318.117870000,,,,,,,,,,1005924
1568115318.318229000,,,,,,,,0.699215,,
1568115318.318229000,,,,,,,,,,1007520
1568115318.518623000,,,,,,,,0.699525,,
1568115318.518623000,,,,,,,,,,1008946
1568115318.719008000,,,,,,,,0.699301,,
1568115318.719008000,,,,,,,,,,1010356
1568115318.919418000,,,,,,,,0.69925,,
1568115318.919418000,,,,,,,,,,1011812
1568115319.119839000,,,,,,,,0.699436,,
1568115319.119839000,,,,,,,,,,1013188
1568115319.320383000,,,,,,,,0.699618,,
1568115319.320383000,,,,,,,,,,1014785
1568115319.520654000,,,,,,,,0.699397,,
1568115319.520654000,,,,,,,,,,1016360
1568115319.720950000,,,,,,,,0.699327,,
1568115319.720950000,,,,,,,,,,1018139
1568115319.921437000,,,,,,,,0.699285,,
1568115319.921437000,,,,,,,,,,1019821
1568115320.121807000,,,,,,,,0.698798,,
1568115320.121807000,,,,,,,,,,1021739
1568115320.522603000,,,,,,,,0.699175,,
1568115320.522603000,,,,,,,,,,1023708
1568115320.923385000,,,,,,,,0.699123,,
1568115320.923385000,,,,,,,,,,1025636
1568115321.123738000,,,,,,,,0.698313,,
1568115321.123738000,,,,,,,,,,1027522
1568115321.524608000,,,,,,,,0.699221,,
1568115321.524608000,,,,,,,,,,1029463
1568115321.724934000,,,,,,,,0.697537,,
1568115321.724934000,,,,,,,,,,1031401
1568115321.925371000,,,,,,,,0.698071,,
1568115321.925371000,,,,,,,,,,1033332
1568115322.326125000,,,,,,,,0.699564,,
1568115322.326125000,,,,,,,,,,1035474
1568115322.526586000,,,,,,,,0.697941,,
1568115322.526586000,,,,,,,,,,1037490
1568115322.927284000,,,,,,,,0.699212,,
1568115322.927284000,,,,,,,,,,1039563
1568115323.328147000,,,,,,,,0.698774,,
1568115323.328147000,,,,,,,,,,1041574
1568115323.728988000,,,,,,,,0.699417,,
1568115323.728988000,,,,,,,,,,1043478
1568115323.929339000,,,,,,,,0.699258,,
1568115323.929339000,,,,,,,,,,1045327
1568115324.330146000,,,,,,,,0.698639,,
1568115324.330146000,,,,,,,,,,1047262
1568115324.530541000,,,,,,,,0.699442,,
1568115324.530541000,,,,,,,,,,1049323
1568115324.730934000,,,,,,,,0.699394,,
1568115324.730934000,,,,,,,,,,1051327
1568115324.931313000,,,,,,,,0.698373,,
1568115324.931313000,,,,,,,,,,1053373
1568115325.131702000,,,,,,,,0.6995,,
1568115325.131702000,,,,,,,,,,1055425
1568115325.332122000,,,,,,,,0.699526,,
1568115325.332122000,,,,,,,,,,1057409
1568115325.532555000,,,,,,,,0.699428,,
1568115325.532555000,,,,,,,,,,1059327
1568115325.732878000,,,,,,,,0.69943,,
1568115325.732878000,,,,,,,,,,1061324
1568115325.933261000,,,,,,,,0.699444,,
1568115325.933261000,,,,,,,,,,1063331
1568115326.133743000,,,,,,,,0.699508,,
1568115326.133743000,,,,,,,,,,1065302
1568115326.334082000,,,,,,,,0.699658,,
1568115326.334082000,,,,,,,,,,1067298
1568115326.534499000,,,,,,,,0.699354,,
1568115326.534499000,,,,,,,,,,1069151
1568115326.734871000,,,,,,,,0.69973,,
1568115326.734871000,,,,,,,,,,1071018
1568115326.935315000,,,,,,,,0.69985,,
1568115326.935315000,,,,,,,,,,1072830
1568115327.135606000,,,,,,,,0.699525,,
1568115327.135606000,,,,,,,,,,1074673
1568115327.336074000,,,,,,,,0.699794,,
1568115327.336074000,,,,,,,,,,1076626
1568115327.536429000,,,,,,,,0.699776,,
1568115327.536429000,,,,,,,,,,1078394
1568115327.736837000,,,,,,,,0.699875,,
1568115327.736837000,,,,,,,,,,1080432
1568115327.937258000,,,,,,,,0.699888,,
1568115327.937258000,,,,,,,,,,1082349
1568115328.137622000,,,,,,,,0.699828,,
1568115328.137622000,,,,,,,,,,1084509
1568115328.338033000,,,,,,,,0.699713,,
1568115328.338033000,,,,,,,,,,1086643
1568115328.538421000,,,,,,,,0.699285,,
1568115328.538421000,,,,,,,,,,1088866
1568115328.738787000,,,,,,,,0.699529,,
1568115328.738787000,,,,,,,,,,1091209
1568115328.939172000,,,,,,,,0.699116,,
1568115328.939172000,,,,,,,,,,1093619
1568115329.139583000,,,,,,,,0.698371,,
1568115329.139583000,,,,,,,,,,1095941
1568115329.340027000,,,,,,,,0.699284,,
1568115329.340027000,,,,,,,,,,1098293
1568115329.540400000,,,,,,,,0.699499,,
1568115329.540400000,,,,,,,,,,1100666
1568115329.740835000,,,,,,,,0.69957,,
1568115329.740835000,,,,,,,,,,1102962
1568115329.941148000,,,,,,,,0.698783,,
1568115329.941148000,,,,,,,,,,1105340
1568115330.141548000,,,,,,,,0.699946,,
1568115330.141548000,,,,,,,,,,1107664
1568115330.542335000,,,,,,,,0.6997,,
1568115330.542335000,,,,,,,,,,1110085
1568115330.742793000,,,,,,,,0.698276,,
1568115330.742793000,,,,,,,,,,1112414
1568115330.943172000,,,,,,,,0.697965,,
1568115330.943172000,,,,,,,,,,1114741
1568115331.143551000,,,,,,,,0.699442,,
1568115331.143551000,,,,,,,,,,1117212
1568115331.343959000,,,,,,,,0.699577,,
1568115331.343959000,,,,,,,,,,1119688
