Duration,ICPErrorClosestFacetAll,ResidualError,RobustMeanDist,NbPointsRobMeanDist,HaussdorffDist,HaussdorffQuantileDist,ICPErrorClosestFacetRef,selectiveICPOverlap,normalICPOverlap,sizeOfMap
1568115388.657413000,,,,,,,,,,1794116
1568115389.058258000,,,,,,,,0.69864,,
1568115389.058258000,,,,,,,,,,1796194
1568115389.258597000,,,,,,,,0.69906,,
1568115389.258597000,,,,,,,,,,1798320
1568115389.459026000,,,,,,,,0.699473,,
1568115389.459026000,,,,,,,,,,1800402
1568115389.859776000,,,,,,,,0.699679,,
1568115389.859776000,,,,,,,,,,1802679
1568115390.060220000,,,,,,,,0.699297,,
1568115390.060220000,,,,,,,,,,1804687
1568115390.260593000,,,,,,,,0.699452,,
1568115390.260593000,,,,,,,,,,1806853
1568115390.461037000,,,,,,,,0.699672,,
1568115390.461037000,,,,,,,,,,1809112
1568115390.661461000,,,,,,,,0.699545,,
1568115390.661461000,,,,,,,,,,1811202
1568115390.861839000,,,,,,,,0.699712,,
1568115390.861839000,,,,,,,,,,1813399
1568115391.062211000,,,,,,,,0.699632,,
1568115391.062211000,,,,,,,,,,1815621
1568115391.262578000,,,,,,,,0.698377,,
1568115391.262578000,,,,,,,,,,1817868
1568115391.463027000,,,,,,,,0.699545,,
1568115391.463027000,,,,,,,,,,1819985
1568115391.663415000,,,,,,,,0.699276,,
1568115391.663415000,,,,,,,,,,1822233
1568115391.863800000,,,,,,,,0.699098,,
1568115391.863800000,,,,,,,,,,1824489
1568115392.064207000,,,,,,,,0.699725,,
1568115392.064207000,,,,,,,,,,1826776
1568115392.264623000,,,,,,,,0.699799,,
1568115392.264623000,,,,,,,,,,1828842
1568115392.464960000,,,,,,,,0.699695,,
1568115392.464960000,,,,,,,,,,1831130
